"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 24, 2017","49,083.85","48,675.19","49,105.31","48,595.08","185.41M","0.84%"
"Mar 23, 2017","48,676.91","48,481.15","48,898.32","48,437.00","179.10M","0.39%"
"Mar 22, 2017","48,487.30","48,592.26","48,612.61","48,201.81","191.06M","-0.21%"
"Mar 21, 2017","48,589.05","48,593.64","49,240.09","48,422.84","257.46M","-0.01%"
"Mar 17, 2017","48,593.44","48,066.82","48,626.12","47,924.89","476.57M","1.12%"
"Mar 16, 2017","48,056.56","47,496.00","48,333.61","47,333.79","241.30M","1.23%"
"Mar 15, 2017","47,470.31","47,087.77","47,583.60","46,905.53","183.17M","0.81%"
"Mar 14, 2017","47,087.97","47,095.78","47,181.23","46,597.58","203.72M","-0.03%"
"Mar 13, 2017","47,101.14","47,093.31","47,288.75","46,965.88","135.74M","-0.00%"
"Mar 10, 2017","47,102.31","47,262.91","47,481.69","47,026.37","139.49M","-0.34%"
"Mar 09, 2017","47,263.92","47,538.82","47,563.37","47,072.57","163.12M","-0.58%"
"Mar 08, 2017","47,539.22","47,410.19","47,688.77","47,298.72","136.13M","0.25%"
"Mar 07, 2017","47,419.16","47,883.99","47,886.24","47,406.29","175.52M","-0.97%"
"Mar 06, 2017","47,883.59","47,407.29","47,891.33","46,995.61","148.82M","0.99%"
"Mar 03, 2017","47,414.57","47,292.30","47,574.47","47,001.99","121.34M","0.27%"
"Mar 02, 2017","47,288.66","47,458.69","47,513.90","46,960.25","184.59M","-0.35%"
"Mar 01, 2017","47,454.15","46,853.67","47,564.35","46,853.67","180.69M","1.27%"
"Feb 28, 2017","46,856.79","47,352.45","47,378.09","46,692.47","260.12M","-1.04%"
"Feb 27, 2017","47,349.20","47,040.95","47,464.25","46,859.57","186.76M","0.64%"
"Feb 24, 2017","47,047.67","47,215.56","47,215.56","46,587.93","188.68M","-0.34%"
"Feb 23, 2017","47,206.36","47,197.19","47,482.61","46,842.46","238.22M","0.02%"
"Feb 22, 2017","47,195.68","47,614.69","47,654.64","47,194.58","176.39M","-0.88%"
"Feb 21, 2017","47,614.99","47,089.12","47,638.52","47,089.12","214.10M","1.13%"
"Feb 20, 2017","47,083.81","47,159.16","47,612.29","47,046.40","33.29M","-0.17%"
"Feb 17, 2017","47,164.71","47,303.05","47,386.17","47,005.42","138.80M","-0.27%"
"Feb 16, 2017","47,293.85","47,165.68","47,444.27","47,121.18","187.27M","0.28%"
"Feb 15, 2017","47,161.74","47,392.44","47,467.14","47,059.68","197.14M","-0.48%"
"Feb 14, 2017","47,391.24","47,650.24","47,687.13","47,279.43","181.71M","-0.57%"
"Feb 13, 2017","47,661.69","47,798.38","47,904.73","47,391.48","179.42M","-0.28%"
"Feb 10, 2017","47,797.04","47,222.94","48,115.98","47,123.03","190.94M","1.20%"
"Feb 09, 2017","47,232.17","46,907.01","47,461.60","46,850.09","227.89M","0.66%"
"Feb 08, 2017","46,921.71","46,767.22","46,985.23","46,639.21","216.44M","0.41%"
"Feb 07, 2017","46,728.95","47,228.04","47,258.29","46,614.38","310.76M","-1.05%"
"Feb 03, 2017","47,225.10","47,097.51","47,228.65","46,801.77","256.74M","0.28%"
"Feb 02, 2017","47,095.07","47,019.85","47,111.78","46,909.31","212.00M","0.18%"
"Feb 01, 2017","47,009.51","47,001.97","47,225.23","46,780.03","176.07M","0.02%"
"Jan 31, 2017","47,001.06","47,131.23","47,243.07","46,928.48","221.91M","-0.19%"
"Jan 30, 2017","47,091.82","47,611.44","47,611.44","46,761.50","162.26M","-0.69%"
"Jan 27, 2017","47,421.12","47,632.58","47,695.48","47,192.03","148.80M","-0.40%"
"Jan 26, 2017","47,611.44","48,280.47","48,284.31","47,372.48","194.37M","-1.38%"
"Jan 25, 2017","48,275.83","48,152.63","48,632.51","47,870.87","223.35M","0.26%"
"Jan 24, 2017","48,149.61","47,121.18","48,220.04","47,118.15","322.21M","2.19%"
"Jan 23, 2017","47,116.24","46,325.07","47,141.00","46,170.87","157.62M","1.69%"
"Jan 20, 2017","46,331.60","46,262.54","46,396.22","46,021.58","189.35M","0.14%"
"Jan 19, 2017","46,265.26","46,360.83","46,423.59","46,059.31","161.85M","-0.21%"
"Jan 18, 2017","46,360.63","46,006.60","46,390.22","46,006.60","232.69M","0.78%"
"Jan 17, 2017","46,002.56","45,721.00","46,159.01","45,720.67","239.61M","0.57%"
"Jan 16, 2017","45,740.38","46,184.13","46,229.63","45,714.59","32.01M","-0.96%"
"Jan 13, 2017","46,182.43","46,070.69","46,438.80","46,039.78","197.63M","0.26%"
"Jan 12, 2017","46,060.98","45,935.55","46,265.15","45,805.50","174.52M","0.28%"
"Jan 11, 2017","45,933.65","45,886.18","46,085.78","45,550.10","177.04M","0.10%"
"Jan 10, 2017","45,886.27","45,585.49","45,924.51","45,531.04","221.18M","0.73%"
"Jan 09, 2017","45,553.51","46,072.38","46,153.03","45,314.58","171.81M","-1.12%"
"Jan 06, 2017","46,071.57","46,721.70","46,731.90","46,027.10","207.60M","-1.39%"
"Jan 05, 2017","46,719.99","46,586.03","46,767.37","46,285.88","244.63M","0.28%"
"Jan 04, 2017","46,587.74","46,123.36","46,587.74","46,068.83","222.05M","1.01%"
"Jan 03, 2017","46,123.36","45,698.93","46,444.72","45,690.46","170.04M","0.94%"
"Jan 02, 2017","45,695.10","45,642.80","45,792.46","45,593.26","6.98M","0.11%"
"Dec 30, 2016","45,642.90","45,910.44","45,986.29","45,374.41","83.79M","-0.58%"
"Dec 29, 2016","45,909.31","45,564.52","46,025.65","45,549.39","97.96M","0.76%"
"Dec 28, 2016","45,563.18","45,301.20","45,619.84","45,257.72","88.42M","0.58%"
"Dec 27, 2016","45,299.67","44,989.58","45,329.26","44,938.74","91.02M","0.69%"
"Dec 26, 2016","44,989.58","45,219.35","45,219.35","44,862.45","11.35M","-0.41%"
"Dec 23, 2016","45,173.54","45,016.65","45,263.23","44,922.28","63.95M","0.37%"
"Dec 22, 2016","45,008.08","44,982.43","45,041.42","44,568.27","134.59M","0.06%"
"Dec 21, 2016","44,983.03","44,936.79","45,110.81","44,817.30","143.21M","0.12%"
"Dec 20, 2016","44,930.27","44,894.69","45,266.42","44,761.97","200.34M","0.08%"
"Dec 19, 2016","44,895.29","45,121.19","45,265.78","44,875.68","138.72M","-0.50%"
"Dec 16, 2016","45,121.39","45,871.77","45,937.11","45,099.73","389.44M","-1.64%"
"Dec 15, 2016","45,871.96","46,220.24","46,235.18","45,863.97","207.01M","-0.75%"
"Dec 14, 2016","46,220.54","46,870.64","46,901.53","45,962.66","254.59M","-1.39%"
"Dec 13, 2016","46,870.24","46,916.19","47,241.13","46,370.03","264.70M","-0.09%"
"Dec 09, 2016","46,913.47","46,359.12","46,955.51","46,166.79","249.51M","1.19%"
"Dec 08, 2016","46,360.23","45,611.05","46,365.67","45,532.41","226.09M","1.65%"
"Dec 07, 2016","45,609.90","45,116.35","45,644.43","45,111.86","216.73M","1.12%"
"Dec 06, 2016","45,103.22","44,938.10","45,153.06","44,850.87","261.27M","0.37%"
"Dec 05, 2016","44,937.30","44,782.57","45,085.28","44,753.60","252.83M","0.86%"
"Dec 02, 2016","44,555.26","44,885.75","45,018.28","44,471.84","215.08M","-0.73%"
"Dec 01, 2016","44,884.86","45,314.04","45,567.44","44,865.98","245.54M","-0.95%"
"Nov 30, 2016","45,315.96","45,373.53","45,654.53","45,027.07","636.38M","-0.12%"
"Nov 29, 2016","45,372.19","45,480.97","45,504.71","45,268.88","215.49M","-0.22%"
"Nov 28, 2016","45,470.61","45,360.07","45,514.13","45,127.71","182.06M","0.25%"
"Nov 25, 2016","45,357.85","45,268.39","45,509.94","45,107.33","121.86M","0.20%"
"Nov 24, 2016","45,265.90","45,250.40","45,421.75","45,201.57","43.68M","0.18%"
"Nov 23, 2016","45,184.08","44,874.49","45,197.32","44,555.80","245.46M","0.70%"
"Nov 22, 2016","44,868.77","44,367.05","44,966.62","44,364.17","299.54M","1.14%"
"Nov 18, 2016","44,364.17","44,921.04","44,940.89","43,998.98","299.52M","-1.24%"
"Nov 17, 2016","44,919.69","44,901.67","45,315.11","44,843.56","259.39M","0.04%"
"Nov 16, 2016","44,901.57","45,039.08","45,406.21","44,788.13","375.18M","-0.27%"
"Nov 15, 2016","45,023.65","45,305.97","46,142.20","45,023.65","327.54M","-0.62%"
"Nov 14, 2016","45,306.48","44,995.97","45,956.25","44,995.88","330.39M","0.73%"
"Nov 11, 2016","44,978.25","45,229.18","45,743.49","44,737.97","479.43M","-0.54%"
"Nov 10, 2016","45,224.38","47,389.75","48,124.51","45,209.90","622.32M","-4.57%"
"Nov 09, 2016","47,390.66","48,450.38","48,450.38","46,354.69","527.15M","-2.23%"
"Nov 08, 2016","48,470.99","48,049.75","48,672.94","48,049.75","271.06M","0.88%"
"Nov 07, 2016","48,050.25","46,695.01","48,373.19","46,695.01","336.77M","2.90%"
"Nov 04, 2016","46,694.81","46,684.40","47,369.78","46,441.46","300.46M","0.02%"
"Nov 03, 2016","46,683.80","47,286.16","47,480.66","46,683.80","335.37M","-1.31%"
"Nov 01, 2016","47,303.31","48,021.29","48,157.13","47,061.90","252.16M","-1.47%"
"Oct 31, 2016","48,009.28","48,002.21","48,245.15","47,818.34","225.02M","0.00%"
"Oct 28, 2016","48,007.20","48,113.87","48,371.51","47,534.06","429.42M","-0.22%"
"Oct 27, 2016","48,114.67","47,804.63","48,115.49","47,770.58","161.64M","0.65%"
"Oct 26, 2016","47,805.44","48,095.06","48,122.67","47,726.86","192.16M","-0.60%"
"Oct 25, 2016","48,093.53","48,423.07","48,432.97","48,057.04","176.89M","-0.70%"
"Oct 24, 2016","48,431.25","48,423.20","48,619.44","48,299.30","136.56M","0.03%"
"Oct 21, 2016","48,418.40","48,273.85","48,533.94","48,123.91","163.01M","0.30%"
"Oct 20, 2016","48,274.25","48,479.66","48,563.62","48,188.06","137.34M","-0.45%"
"Oct 19, 2016","48,492.61","48,107.66","48,572.64","48,006.09","192.57M","0.80%"
"Oct 18, 2016","48,106.12","47,661.47","48,129.95","47,661.47","253.87M","0.94%"
"Oct 17, 2016","47,657.33","47,699.75","47,918.60","47,637.43","162.80M","-0.09%"
"Oct 14, 2016","47,701.45","47,746.34","48,041.05","47,645.49","257.43M","-0.08%"
"Oct 13, 2016","47,741.54","47,913.77","47,913.77","47,429.17","206.14M","-0.36%"
"Oct 12, 2016","47,915.12","48,015.07","48,069.91","47,740.03","150.05M","-0.21%"
"Oct 11, 2016","48,014.40","48,265.56","48,272.10","47,990.79","209.08M","-0.52%"
"Oct 10, 2016","48,264.96","47,597.91","48,413.66","47,555.22","199.05M","1.40%"
"Oct 07, 2016","47,596.60","47,946.30","47,946.30","47,460.34","138.56M","-0.73%"
"Oct 06, 2016","47,944.77","48,124.28","48,132.63","47,832.61","148.10M","-0.41%"
"Oct 05, 2016","48,141.42","47,909.17","48,226.09","47,904.94","165.48M","0.48%"
"Oct 04, 2016","47,909.27","47,602.29","47,986.29","47,495.24","183.62M","0.65%"
"Oct 03, 2016","47,601.93","47,250.55","47,607.28","47,080.02","143.40M","0.75%"
"Sep 30, 2016","47,245.80","47,673.60","47,961.39","47,245.09","216.88M","-0.89%"
"Sep 29, 2016","47,672.07","48,045.21","48,488.35","47,511.48","223.82M","-0.78%"
"Sep 28, 2016","48,046.56","47,734.29","48,175.27","47,639.19","209.63M","0.66%"
"Sep 27, 2016","47,731.84","47,257.30","47,731.86","46,971.64","257.08M","1.01%"
"Sep 26, 2016","47,252.54","47,776.94","47,776.94","47,094.49","239.67M","-1.10%"
"Sep 23, 2016","47,778.48","47,967.17","47,967.21","47,435.82","230.17M","-0.41%"
"Sep 22, 2016","47,975.05","46,930.34","47,975.56","46,930.34","266.02M","2.23%"
"Sep 21, 2016","46,929.19","46,345.38","46,943.70","46,344.04","263.34M","1.27%"
"Sep 20, 2016","46,341.33","45,869.69","46,421.68","45,869.69","161.31M","1.03%"
"Sep 19, 2016","45,871.04","45,927.49","46,131.43","45,737.43","197.92M","-0.11%"
"Sep 15, 2016","45,922.91","45,767.37","45,975.78","45,679.57","491.85M","0.34%"
"Sep 14, 2016","45,767.57","46,137.74","46,408.04","45,700.70","257.59M","-0.84%"
"Sep 13, 2016","46,154.20","46,719.23","46,719.23","46,012.24","278.55M","-1.21%"
"Sep 12, 2016","46,720.96","46,456.88","46,782.06","45,934.02","276.33M","0.56%"
"Sep 09, 2016","46,459.17","47,419.69","47,421.14","46,459.17","264.87M","-2.02%"
"Sep 08, 2016","47,416.97","47,397.89","47,492.98","47,250.03","186.13M","0.04%"
"Sep 07, 2016","47,398.70","47,623.23","47,676.60","47,178.76","183.37M","-0.48%"
"Sep 06, 2016","47,626.98","47,839.90","47,868.77","47,304.83","191.98M","-0.45%"
"Sep 05, 2016","47,842.23","47,786.98","47,968.16","47,786.50","19.76M","0.11%"
"Sep 02, 2016","47,787.99","47,551.11","48,096.32","47,204.06","144.81M","0.47%"
"Sep 01, 2016","47,563.34","47,544.04","47,655.61","47,314.82","199.49M","0.05%"
"Aug 31, 2016","47,541.32","47,649.69","47,768.97","47,341.90","452.68M","-0.23%"
"Aug 30, 2016","47,650.57","47,610.06","47,832.40","47,445.88","160.18M","0.11%"
"Aug 29, 2016","47,599.12","47,357.79","47,646.21","47,310.13","156.17M","0.48%"
"Aug 26, 2016","47,369.57","47,729.56","48,002.46","47,095.09","295.72M","-0.76%"
"Aug 25, 2016","47,734.20","47,741.55","47,867.90","47,642.25","238.41M","-0.02%"
"Aug 24, 2016","47,743.61","47,660.98","47,925.51","47,480.58","168.42M","0.16%"
"Aug 23, 2016","47,666.02","48,290.09","48,494.36","47,665.94","216.32M","-1.30%"
"Aug 22, 2016","48,293.46","48,289.30","48,367.05","47,899.01","151.07M","-0.01%"
"Aug 19, 2016","48,297.46","48,432.05","48,557.78","48,167.92","131.73M","-0.29%"
"Aug 18, 2016","48,437.10","48,253.04","48,492.85","47,930.87","190.79M","0.37%"
"Aug 17, 2016","48,258.93","48,351.16","48,556.08","48,100.14","190.54M","-0.19%"
"Aug 16, 2016","48,351.96","48,699.17","48,800.24","48,334.97","210.78M","-0.70%"
"Aug 15, 2016","48,694.90","48,366.89","48,956.06","48,361.00","280.07M","0.68%"
"Aug 12, 2016","48,363.89","48,348.27","48,570.99","48,096.10","240.25M","0.05%"
"Aug 11, 2016","48,341.95","47,833.88","48,434.77","47,713.84","324.98M","1.14%"
"Aug 10, 2016","47,797.70","47,635.44","47,902.82","47,565.32","227.21M","0.35%"
"Aug 09, 2016","47,630.37","47,375.59","47,801.77","47,363.26","265.88M","0.55%"
"Aug 08, 2016","47,368.65","47,207.75","47,539.22","47,012.01","182.01M","0.37%"
"Aug 05, 2016","47,194.15","46,940.23","47,197.11","46,931.25","186.30M","0.54%"
"Aug 04, 2016","46,941.46","46,839.19","47,102.21","46,678.61","154.47M","0.21%"
"Aug 03, 2016","46,844.53","46,556.22","46,888.43","46,311.28","220.93M","0.61%"
"Aug 02, 2016","46,558.36","46,806.08","46,806.08","46,143.81","221.09M","-0.53%"
"Aug 01, 2016","46,807.24","46,654.50","46,887.92","46,638.44","164.91M","0.31%"
"Jul 29, 2016","46,660.67","46,820.18","46,824.74","46,304.19","358.72M","-0.37%"
"Jul 28, 2016","46,833.87","46,818.86","46,872.12","46,402.51","305.67M","0.05%"
"Jul 27, 2016","46,812.07","46,933.76","47,575.26","46,664.16","355.20M","-0.24%"
"Jul 26, 2016","46,927.00","47,129.48","47,343.05","46,921.40","226.54M","-0.43%"
"Jul 25, 2016","47,130.41","47,524.39","47,785.29","46,971.70","161.33M","-0.86%"
"Jul 22, 2016","47,537.28","47,363.08","47,589.45","47,359.53","116.63M","0.36%"
"Jul 21, 2016","47,364.81","47,503.60","47,648.41","47,313.31","171.36M","-0.30%"
"Jul 20, 2016","47,505.25","47,054.67","47,505.25","46,936.51","195.09M","0.94%"
"Jul 19, 2016","47,060.57","46,966.61","47,134.27","46,826.87","194.78M","0.21%"
"Jul 18, 2016","46,961.25","46,711.94","47,108.65","46,611.56","201.23M","0.53%"
"Jul 15, 2016","46,713.43","46,503.07","46,767.31","46,500.39","204.96M","0.46%"
"Jul 14, 2016","46,498.51","46,273.60","46,765.21","46,273.60","249.33M","0.49%"
"Jul 13, 2016","46,271.97","46,432.70","46,614.19","46,187.65","196.40M","-0.35%"
"Jul 12, 2016","46,432.70","46,183.78","46,520.05","46,183.78","238.28M","0.55%"
"Jul 11, 2016","46,177.61","45,743.49","46,218.51","45,743.49","181.98M","0.95%"
"Jul 08, 2016","45,744.29","45,393.28","45,744.62","45,344.02","168.07M","0.77%"
"Jul 07, 2016","45,394.37","45,300.23","45,655.76","45,215.14","213.95M","0.20%"
"Jul 06, 2016","45,304.75","45,819.62","45,820.21","45,104.87","192.39M","-1.12%"
"Jul 05, 2016","45,819.60","46,200.22","46,341.24","45,669.66","204.27M","-0.83%"
"Jul 04, 2016","46,201.33","46,213.27","46,429.05","46,135.09","29.91M","-0.03%"
"Jul 01, 2016","46,213.27","45,973.20","46,251.81","45,831.33","138.78M","0.54%"
"Jun 30, 2016","45,966.49","45,466.37","45,967.22","45,419.73","279.96M","1.10%"
"Jun 29, 2016","45,466.37","44,725.81","45,584.79","44,700.43","223.78M","1.68%"
"Jun 28, 2016","44,714.54","44,297.59","44,960.89","44,297.59","247.73M","0.98%"
"Jun 27, 2016","44,282.03","44,888.95","44,888.95","43,902.25","286.03M","-1.35%"
"Jun 24, 2016","44,885.82","46,119.92","46,153.68","44,501.00","333.57M","-2.73%"
"Jun 23, 2016","46,145.92","45,820.70","46,145.92","45,820.70","159.33M","0.74%"
"Jun 22, 2016","45,806.16","45,706.19","45,809.09","45,612.42","145.64M","0.22%"
"Jun 21, 2016","45,705.42","45,781.99","45,843.07","45,421.44","180.04M","-0.16%"
"Jun 20, 2016","45,779.66","45,306.36","45,978.86","45,306.36","179.50M","1.04%"
"Jun 17, 2016","45,306.22","45,227.70","45,394.88","45,106.71","290.35M","0.18%"
"Jun 16, 2016","45,225.40","45,017.45","45,225.40","44,580.70","162.24M","0.48%"
"Jun 15, 2016","45,011.22","44,562.73","45,107.05","44,491.12","214.36M","0.99%"
"Jun 14, 2016","44,570.59","44,935.03","44,968.54","44,389.24","192.59M","-0.80%"
"Jun 13, 2016","44,930.25","45,170.46","45,180.64","44,709.18","171.96M","-0.55%"
"Jun 10, 2016","45,177.50","45,655.94","45,655.94","45,163.45","193.91M","-1.06%"
"Jun 09, 2016","45,662.71","46,266.27","46,308.05","45,660.35","250.36M","-1.30%"
"Jun 08, 2016","46,263.84","46,127.62","46,545.32","46,015.86","316.15M","0.30%"
"Jun 07, 2016","46,124.63","45,852.28","46,277.14","45,852.28","323.96M","0.58%"
"Jun 06, 2016","45,857.73","45,929.31","46,114.95","45,821.40","205.84M","-0.15%"
"Jun 03, 2016","45,928.23","45,508.46","45,933.51","45,450.47","194.22M","0.92%"
"Jun 02, 2016","45,508.31","45,549.59","45,745.81","45,458.85","191.57M","-0.11%"
"Jun 01, 2016","45,557.61","45,468.54","45,612.44","45,268.84","214.55M","0.22%"
"May 31, 2016","45,459.45","46,026.15","46,069.13","45,371.73","665.04M","-1.21%"
"May 30, 2016","46,017.21","46,119.54","46,204.45","45,936.23","52.02M","-0.23%"
"May 27, 2016","46,124.15","46,040.23","46,220.63","45,996.74","190.27M","0.18%"
"May 26, 2016","46,039.69","45,705.52","46,080.82","45,688.64","306.80M","0.72%"
"May 25, 2016","45,710.94","45,496.64","45,882.73","45,494.93","269.20M","0.47%"
"May 24, 2016","45,497.46","45,233.99","45,523.90","45,226.70","211.79M","0.58%"
"May 23, 2016","45,236.16","45,159.33","45,349.83","45,046.30","164.47M","0.18%"
"May 20, 2016","45,155.91","45,053.57","45,321.49","45,042.35","156.84M","0.23%"
"May 19, 2016","45,051.27","45,551.09","45,555.35","44,898.43","189.95M","-1.10%"
"May 18, 2016","45,551.20","45,871.03","45,887.77","45,395.06","186.93M","-0.70%"
"May 17, 2016","45,872.18","45,846.99","45,912.04","45,621.80","186.01M","0.06%"
"May 16, 2016","45,843.14","45,402.74","45,863.76","45,381.84","149.02M","0.97%"
"May 13, 2016","45,402.47","45,684.47","45,736.98","45,373.21","177.21M","-0.62%"
"May 12, 2016","45,685.82","45,514.65","45,838.17","45,437.48","180.08M","0.39%"
"May 11, 2016","45,506.87","45,663.61","45,733.17","45,461.43","235.37M","-0.37%"
"May 10, 2016","45,676.41","45,257.11","45,684.68","45,143.02","201.42M","0.94%"
"May 09, 2016","45,250.34","45,209.03","45,320.35","44,823.21","192.80M","0.09%"
"May 06, 2016","45,209.85","45,142.82","45,243.19","44,925.47","170.49M","0.14%"
"May 05, 2016","45,147.97","45,350.28","45,440.47","45,066.91","208.38M","-0.44%"
"May 04, 2016","45,349.00","45,649.14","45,649.14","45,060.07","381.74M","-0.65%"
"May 03, 2016","45,647.82","45,706.45","45,706.45","45,238.32","289.23M","-0.13%"
"May 02, 2016","45,707.87","45,785.96","45,847.43","45,502.52","175.85M","-0.17%"
"Apr 29, 2016","45,784.77","45,534.26","45,784.80","45,416.06","250.93M","0.56%"
"Apr 28, 2016","45,528.93","45,940.98","45,982.84","45,189.63","389.75M","-0.90%"
"Apr 27, 2016","45,941.52","45,566.89","45,965.44","45,566.89","250.19M","1.16%"
"Apr 26, 2016","45,416.90","45,584.00","45,691.80","45,279.55","205.00M","-0.36%"
"Apr 25, 2016","45,581.20","45,608.33","45,804.94","45,383.08","177.39M","-0.07%"
"Apr 22, 2016","45,613.21","45,556.11","45,825.32","45,556.11","183.34M","0.12%"
"Apr 21, 2016","45,556.65","45,653.21","45,860.01","45,539.36","217.28M","-0.21%"
"Apr 20, 2016","45,650.35","45,780.51","45,834.57","45,507.41","194.93M","-0.28%"
"Apr 19, 2016","45,780.18","45,027.04","45,881.66","45,027.04","232.78M","1.68%"
"Apr 18, 2016","45,022.63","45,518.62","45,561.44","44,956.23","175.05M","-1.13%"
"Apr 15, 2016","45,536.52","45,401.59","45,636.17","45,390.83","177.53M","0.29%"
"Apr 14, 2016","45,403.54","45,411.54","45,624.53","45,363.83","184.63M","-0.02%"
"Apr 13, 2016","45,411.30","45,095.27","45,483.22","45,076.99","219.62M","0.71%"
"Apr 12, 2016","45,090.67","44,765.35","45,126.92","44,708.63","186.95M","0.74%"
"Apr 11, 2016","44,760.53","44,864.85","45,112.56","44,745.11","173.40M","-0.22%"
"Apr 08, 2016","44,859.49","45,074.31","45,382.66","44,797.16","195.17M","-0.43%"
"Apr 07, 2016","45,052.16","45,278.81","45,290.03","44,834.24","216.47M","-0.51%"
"Apr 06, 2016","45,281.97","45,183.30","45,370.79","45,023.51","186.37M","0.21%"
"Apr 05, 2016","45,186.01","45,678.34","45,678.34","45,183.71","179.04M","-1.08%"
"Apr 04, 2016","45,678.18","46,067.25","46,077.10","45,454.10","163.15M","-0.84%"
"Apr 01, 2016","46,062.92","45,877.39","46,068.31","45,509.09","157.43M","0.40%"
"Mar 31, 2016","45,881.08","46,188.10","46,276.99","45,663.63","298.86M","-0.67%"
"Mar 30, 2016","46,191.51","45,894.40","46,307.61","45,808.55","282.56M","0.64%"
"Mar 29, 2016","45,897.65","45,623.21","45,910.81","45,456.14","254.68M","0.60%"
"Mar 28, 2016","45,623.48","45,652.44","45,847.26","45,458.59","165.07M","-0.05%"